galaxy_ID,A,Vin,SigD,Rd,rho0_h,Rh,incl,phi,x_cen,y_cen,Vsys,chi2
10142-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10142-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10142-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10142-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10142-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10142-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10142-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10142-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10142-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10142-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10142-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10142-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10142-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10143-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10143-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10143-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10143-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10143-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10143-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10143-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10143-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10143-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10143-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10143-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10143-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10143-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10143-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10143-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10143-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10143-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10144-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10144-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10144-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10144-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10144-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10144-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10144-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10144-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10144-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10144-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10144-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10144-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10144-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10144-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10144-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10144-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10144-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10145-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10145-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10145-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10145-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10145-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10145-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10145-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10145-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10145-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10145-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10145-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10145-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10145-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10145-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10145-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10145-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10145-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10146-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10146-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10146-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10146-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10146-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10146-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10146-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10146-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10146-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10146-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10146-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10146-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10146-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10146-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10146-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10146-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10146-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10147-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10147-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10147-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10147-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10147-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10147-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10147-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10147-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10147-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10147-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10147-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10147-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10147-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10147-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10147-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10147-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10147-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10148-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10148-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10148-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10148-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10148-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10148-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10148-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10148-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10148-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10148-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10148-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10148-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10148-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10148-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10148-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10148-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10148-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10149-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10149-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10149-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10149-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10149-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10149-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10149-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10149-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10149-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10149-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10149-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10149-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10149-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10149-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10149-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10149-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10149-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10150-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10150-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10150-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10150-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10150-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10150-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10150-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10150-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10150-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10150-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10150-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10150-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10150-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10150-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10150-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10150-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10150-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10213-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10213-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10213-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10213-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10213-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10213-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10213-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10213-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10213-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10213-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10213-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10213-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10213-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10213-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10213-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10213-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10213-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10214-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10214-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10214-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10214-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10214-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10214-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10214-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10214-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10214-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10214-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10214-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10214-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10214-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10214-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10214-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10214-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10214-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10215-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10215-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10215-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10215-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10215-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10215-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10215-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10215-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10215-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10215-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10215-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10215-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10215-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10215-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10215-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10215-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10215-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10216-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10216-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10216-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10216-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10216-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10216-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10216-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10216-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10216-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10216-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10216-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10216-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10216-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10216-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10216-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10216-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10216-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10217-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10217-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10217-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10217-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10217-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10217-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10217-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10217-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10217-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10217-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10217-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10217-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10217-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10217-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10217-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10217-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10217-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10218-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10218-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10218-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10218-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10218-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10218-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10218-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10218-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10218-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10218-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10218-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10218-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10218-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10218-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10218-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10218-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10218-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10219-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10219-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10219-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10219-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10219-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10219-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10219-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10219-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10219-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10219-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10219-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10219-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10219-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10219-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10219-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10219-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10219-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10220-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10220-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10220-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10220-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10220-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10220-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10220-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10220-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
